Keyword,TEDLIUM_SampleID,TEDLIUM_SET,MSWC_AudioID
his,8599,train,his/common_voice_en_19669054.opus
created,8600,train,created/common_voice_en_91828.opus
child,8601,train,child/common_voice_en_18601314.opus
the,8602,train,the/common_voice_en_1804.opus
the,8603,train,the/common_voice_en_21792415.opus
made,8604,train,made/common_voice_en_22230736.opus
own,8605,train,own/common_voice_en_520477.opus
kissing,8606,train,kissing/common_voice_en_530622.opus
images,8607,train,images/common_voice_en_22116.opus
galleries,8608,train,galleries/common_voice_en_19286422.opus
another,8609,train,another/common_voice_en_82510.opus
can't,8610,train,can’t/common_voice_en_17263494.opus
bloggs,8611,train,bloggs/common_voice_en_18473974.opus
real,8612,train,real/common_voice_en_19201139.opus
the,8613,train,the/common_voice_en_19588189.opus
how,8614,train,how/common_voice_en_41550.opus
photography,8615,train,photography/common_voice_en_586927.opus
time,8616,train,time/common_voice_en_132996.opus
this,8617,train,this/common_voice_en_19312175.opus
this,8618,train,this/common_voice_en_95632.opus
more,8619,train,more/common_voice_en_20805161.opus
and,8620,train,and/common_voice_en_20535795.opus
the,8621,train,the/common_voice_en_205548.opus
feel,8622,train,feel/common_voice_en_138127.opus
the,8623,train,the/common_voice_en_619893.opus
watch,8624,train,watch/common_voice_en_548354.opus
horses,8625,train,horses/common_voice_en_18750076.opus
you,8626,train,you/common_voice_en_17398926.opus
image,8627,train,image/common_voice_en_19945571.opus
cited,8628,train,cited/common_voice_en_20366174.opus
writing,8629,train,writing/common_voice_en_78326.opus
pages,8630,train,pages/common_voice_en_15734404.opus
which,8631,train,which/common_voice_en_18846755.opus
was,8632,train,was/common_voice_en_19893476.opus
don't,8633,train,don’t/common_voice_en_18482646.opus
work,8634,train,work/common_voice_en_694519.opus
the,8635,train,the/common_voice_en_591548.opus
great,8636,train,great/common_voice_en_18711069.opus
suddenly,8637,train,suddenly/common_voice_en_696420.opus
sort,8638,train,sort/common_voice_en_87314.opus
also,8639,train,also/common_voice_en_18739339.opus
lie,8640,train,lie/common_voice_en_19560925.opus
but,8641,train,but/common_voice_en_18325500.opus
suddenly,8642,train,suddenly/common_voice_en_666633.opus
that,8643,train,that/common_voice_en_129549.opus
image,8644,train,image/common_voice_en_21338073__2.opus
some,8645,train,some/common_voice_en_677356.opus
image,8646,train,image/common_voice_en_20132004.opus
time,8647,train,time/common_voice_en_21284918.opus
psyche,8648,train,psyche/common_voice_en_20690954.opus
happen,8649,train,happen/common_voice_en_539019.opus
the,8650,train,the/common_voice_en_212533.opus
and,8651,train,and/common_voice_en_21451268.opus
queen,8652,train,queen/common_voice_en_19063891.opus
then,8653,train,then/common_voice_en_520494.opus
and,8654,train,and/common_voice_en_20414354.opus
the,8655,train,the/common_voice_en_20252601.opus
she,8656,train,she/common_voice_en_19947432.opus
like,8657,train,like/common_voice_en_19533559.opus
look,8658,train,look/common_voice_en_17869210.opus
the,8659,train,the/common_voice_en_20679869.opus
this,8660,train,this/common_voice_en_20714699.opus
looks,8661,train,looks/common_voice_en_618634.opus
culture,8662,train,culture/common_voice_en_18869906.opus
real,8663,train,real/common_voice_en_18648649.opus
but,8665,train,but/common_voice_en_18155175.opus
with,8666,train,with/common_voice_en_113534.opus
disclaimer,8667,train,disclaimer/common_voice_en_20429296.opus
the,8668,train,the/common_voice_en_613021__2.opus
celebrities,8669,train,celebrities/common_voice_en_18984255.opus
with,8670,train,with/common_voice_en_19604517.opus
william,8671,train,william/common_voice_en_21917820.opus
charles,8672,train,charles/common_voice_en_21250757.opus
suppose,8673,train,suppose/common_voice_en_528554.opus
celebrity,8674,train,celebrity/common_voice_en_20919149.opus
was,8675,train,was/common_voice_en_21282900.opus
very,8676,train,very/common_voice_en_17275415.opus
difficulty,8677,train,difficulty/common_voice_en_19979834.opus
sure,8678,train,sure/common_voice_en_28426.opus
but,8679,train,but/common_voice_en_20805872.opus
with,8680,train,with/common_voice_en_206441.opus
when,8681,train,when/common_voice_en_19918115.opus
dress,8682,train,dress/common_voice_en_196069.opus
her,8683,train,her/common_voice_en_589409__2.opus
tony,8684,train,tony/common_voice_en_21468238.opus
was,8685,train,was/common_voice_en_20031403.opus
side,8686,train,side/common_voice_en_576325.opus
margaret,8687,train,margaret/common_voice_en_19118093.opus
for,8688,train,for/common_voice_en_19725334.opus
their,8689,train,their/common_voice_en_615001__2.opus
it's,8690,train,it’s/common_voice_en_628037.opus
with,8691,train,with/common_voice_en_573374.opus
every,8692,train,every/common_voice_en_187971.opus
police,8693,train,police/common_voice_en_22248419.opus
imagery,8694,train,imagery/common_voice_en_18729532.opus
was,8695,train,was/common_voice_en_581017.opus
now,8696,train,now/common_voice_en_535485.opus
market,8697,train,market/common_voice_en_650257.opus
from,8698,train,from/common_voice_en_21335735.opus
and,8699,train,and/common_voice_en_162411.opus
that,8700,train,that/common_voice_en_17832975.opus
read,8701,train,read/common_voice_en_577320.opus
correctly,8702,train,correctly/common_voice_en_21374417.opus
this,8703,train,this/common_voice_en_166058.opus
because,8704,train,because/common_voice_en_65764.opus
bush,8705,train,bush/common_voice_en_22120488.opus
koran,8706,train,koran/common_voice_en_98550.opus
for,8707,train,for/common_voice_en_19137732.opus
blair,8708,train,blair/common_voice_en_19726316.opus
being,8709,train,being/common_voice_en_681969.opus
and,8710,train,and/common_voice_en_17288939.opus
the,8711,train,the/common_voice_en_17748354__2.opus
intellect,8712,train,intellect/common_voice_en_18675661.opus
prisons,8713,train,prisons/common_voice_en_670717.opus
fun,8714,train,fun/common_voice_en_17912541.opus
this,8715,train,this/common_voice_en_15738107.opus
have,8716,train,have/common_voice_en_20381370.opus
rage,8717,train,rage/common_voice_en_18343744.opus
driver,8718,train,driver/common_voice_en_662983.opus
these,8719,train,these/common_voice_en_445768.opus
looks,8720,train,looks/common_voice_en_17890580.opus
highly,8721,train,highly/common_voice_en_20527859.opus
page,8722,train,page/common_voice_en_651336.opus
school,8723,train,school/common_voice_en_19472084.opus
the,8724,train,the/common_voice_en_19050533__2.opus
stop,8725,train,stop/common_voice_en_22417372.opus
brown,8726,train,brown/common_voice_en_19748361.opus
this,8727,train,this/common_voice_en_163373.opus
reservation,8728,train,reservation/common_voice_en_480424.opus
year,8729,train,year/common_voice_en_20114659.opus
fear,8730,train,fear/common_voice_en_65679.opus
one,8731,train,one/common_voice_en_539882.opus
you,8732,train,you/common_voice_en_18521227.opus
and,8733,train,and/common_voice_en_534957__2.opus
the,8734,train,the/common_voice_en_616409.opus
story,8735,train,story/common_voice_en_691525.opus
die,8736,train,die/common_voice_en_525717.opus
home,8737,train,home/common_voice_en_684619.opus
lot,8738,train,lot/common_voice_en_615855.opus
lot,8739,train,lot/common_voice_en_165052.opus
ray,8740,train,ray/common_voice_en_21064532.opus
second,8741,train,second/common_voice_en_19412007.opus
extended,8742,train,extended/common_voice_en_20940266.opus
the,8743,train,the/common_voice_en_687337__2.opus
forgotten,8744,train,forgotten/common_voice_en_618699.opus
and,8745,train,and/common_voice_en_82883.opus
have,8746,train,have/common_voice_en_498282.opus
and,8747,train,and/common_voice_en_698714.opus
modern,8748,train,modern/common_voice_en_20457597.opus
corridors,8749,train,corridors/common_voice_en_18767340.opus
wasn't,8750,train,wasn’t/common_voice_en_18478859.opus
this,8751,train,this/common_voice_en_19855189.opus
most,8752,train,most/common_voice_en_590684.opus
then,8753,train,then/common_voice_en_21264112.opus
big,8754,train,big/common_voice_en_20698507.opus
and,8755,train,and/common_voice_en_660076.opus
we've,8756,train,we’ve/common_voice_en_20460530.opus
then,8757,train,then/common_voice_en_592047.opus
don't,8758,train,don’t/common_voice_en_581430.opus
approach,8759,train,approach/common_voice_en_18540756.opus
one,8760,train,one/common_voice_en_20829435.opus
built,8761,train,built/common_voice_en_648560.opus
open,8762,train,open/common_voice_en_607558.opus
start,8763,train,start/common_voice_en_487102.opus
quite,8764,train,quite/common_voice_en_20981420.opus
name,8765,train,name/common_voice_en_20132834.opus
with,8766,train,with/common_voice_en_21596.opus
they,8767,train,they/common_voice_en_21608615.opus
either,8768,train,either/common_voice_en_19614835.opus
wanted,8769,train,wanted/common_voice_en_590701.opus
how,8770,train,how/common_voice_en_750.opus
that,8771,train,that/common_voice_en_41051.opus
activate,8772,train,activate/common_voice_en_21261727.opus
and,8773,train,and/common_voice_en_169011.opus
act,8774,train,act/common_voice_en_21741451.opus
around,8775,train,around/common_voice_en_695759.opus
about,8776,train,about/common_voice_en_207754.opus
less,8777,train,less/common_voice_en_19590744.opus
have,8778,train,have/common_voice_en_3241.opus
the,8779,train,the/common_voice_en_564901.opus
with,8780,train,with/common_voice_en_18326974.opus
projected,8781,train,projected/common_voice_en_20922961.opus
that,8782,train,that/common_voice_en_592117.opus
real,8783,train,real/common_voice_en_685188.opus
interest,8784,train,interest/common_voice_en_20322649.opus
them,8785,train,them/common_voice_en_114802.opus
and,8786,train,and/common_voice_en_18122049.opus
that,8787,train,that/common_voice_en_520538.opus
exhibits,8788,train,exhibits/common_voice_en_19600420.opus
the,8789,train,the/common_voice_en_19302790.opus
building,8790,train,building/common_voice_en_20460724.opus
and,8791,train,and/common_voice_en_625501.opus
and,8792,train,and/common_voice_en_19164282.opus
think,8793,train,think/common_voice_en_17390033.opus
about,8794,train,about/common_voice_en_524668.opus
buried,8795,train,buried/common_voice_en_564566.opus
burial,8796,train,burial/common_voice_en_19343509.opus
the,8797,train,the/common_voice_en_21465382__2.opus
custom,8798,train,custom/common_voice_en_21208177.opus
can,8799,train,can/common_voice_en_18192432.opus
still,8800,train,still/common_voice_en_18870749.opus
been,8801,train,been/common_voice_en_658386.opus
legal,8802,train,legal/common_voice_en_19296613.opus
done,8803,train,done/common_voice_en_689602.opus
profit,8804,train,profit/common_voice_en_19918061.opus
the,8805,train,the/common_voice_en_63691__2.opus
want,8806,train,want/common_voice_en_17303698.opus
develop,8807,train,develop/common_voice_en_20425176.opus
caravan,8808,train,caravan/common_voice_en_220400.opus
cemetery,8809,train,cemetery/common_voice_en_21075991.opus
pounds,8810,train,pounds/common_voice_en_17762829.opus
kind,8811,train,kind/common_voice_en_91022.opus
right,8812,train,right/common_voice_en_17787409.opus
fact,8813,train,fact/common_voice_en_20424296.opus
reason,8814,train,reason/common_voice_en_18564754.opus
profit,8815,train,profit/common_voice_en_21861667.opus
this,8816,train,this/common_voice_en_21914804.opus
have,8817,train,have/common_voice_en_21024844.opus
know,8818,train,know/common_voice_en_574336.opus
them,8819,train,them/common_voice_en_426076.opus
what,8820,train,what/common_voice_en_621291.opus
traffic,8821,train,traffic/common_voice_en_18792325.opus
use,8822,train,use/common_voice_en_494769.opus
the,8823,train,the/common_voice_en_21743595__2.opus
that's,8824,train,that’s/common_voice_en_18251242.opus
few,8825,train,few/common_voice_en_20562716.opus
need,8826,train,need/common_voice_en_569871.opus
water,8827,train,water/common_voice_en_620002.opus
mini,8828,train,mini/common_voice_en_19410562.opus
but,8829,train,but/common_voice_en_17561783.opus
family,8830,train,family/common_voice_en_514337.opus
have,8831,train,have/common_voice_en_17253271.opus
house,8832,train,house/common_voice_en_17294413__2.opus
can,8833,train,can/common_voice_en_700374.opus
before,8834,train,before/common_voice_en_213697.opus
put,8835,train,put/common_voice_en_20748337.opus
they,8836,train,they/common_voice_en_579512.opus
there's,8837,train,there’s/common_voice_en_18598140.opus
burial,8838,train,burial/common_voice_en_631121.opus
might,8839,train,might/common_voice_en_193667.opus
your,8840,train,your/common_voice_en_17377690.opus
kind,8841,train,kind/common_voice_en_18482595.opus
anyone,8842,train,anyone/common_voice_en_494184.opus
off,8843,train,off/common_voice_en_21090928.opus
for,8844,train,for/common_voice_en_17870242.opus
the,8845,train,the/common_voice_en_19987690.opus
death,8846,train,death/common_voice_en_20068146.opus
about,8847,train,about/common_voice_en_64529.opus
and,8848,train,and/common_voice_en_611598.opus
appear,8849,train,appear/common_voice_en_19680361.opus
read,8850,train,read/common_voice_en_596088.opus
statement,8851,train,statement/common_voice_en_18462746.opus
and,8852,train,and/common_voice_en_22168200__2.opus
like,8853,train,like/common_voice_en_679887.opus
there,8854,train,there/common_voice_en_17824809.opus
and,8855,train,and/common_voice_en_570413.opus
his,8856,train,his/common_voice_en_17891573.opus
bit,8857,train,bit/common_voice_en_631761.opus
hyper,8858,train,hyper/common_voice_en_21738041.opus
had,8859,train,had/common_voice_en_628030.opus
other,8860,train,other/common_voice_en_21101520.opus
often,8861,train,often/common_voice_en_20009377.opus
make,8862,train,make/common_voice_en_14743.opus
few,8863,train,few/common_voice_en_208556.opus
done,8864,train,done/common_voice_en_19460526.opus
idea,8865,train,idea/common_voice_en_69673.opus
thing,8866,train,thing/common_voice_en_482791.opus
for,8867,train,for/common_voice_en_3648.opus
reason,8868,train,reason/common_voice_en_20067944.opus
laughter,8869,train,laughter/common_voice_en_19574776.opus
display,8870,train,display/common_voice_en_37212.opus
it's,8871,train,it’s/common_voice_en_631404.opus
socially,8872,train,socially/common_voice_en_19296612.opus
colbert,8873,train,colbert/common_voice_en_21449106.opus
and,8874,train,and/common_voice_en_96469__2.opus
switched,8875,train,switched/common_voice_en_20949182.opus
storm,8876,train,storm/common_voice_en_697493.opus
needless,8877,train,needless/common_voice_en_21062509.opus
skin,8878,train,skin/common_voice_en_63253.opus
here,8879,train,here/common_voice_en_207342.opus
sexually,8880,train,sexually/common_voice_en_19958527.opus
difficult,8881,train,difficult/common_voice_en_54353.opus
but,8882,train,but/common_voice_en_48474.opus
and,8883,train,and/common_voice_en_17561851.opus
rescued,8884,train,rescued/common_voice_en_20061318.opus
severe,8885,train,severe/common_voice_en_19036398.opus
anxiety,8886,train,anxiety/common_voice_en_51861.opus
got,8887,train,got/common_voice_en_603700.opus
went,8888,train,went/common_voice_en_19817604.opus
that,8889,train,that/common_voice_en_20316388.opus
and,8890,train,and/common_voice_en_20952567.opus
lot,8891,train,lot/common_voice_en_35802.opus
can,8892,train,can/common_voice_en_17684185.opus
would,8893,train,would/common_voice_en_20575856.opus
order,8894,train,order/common_voice_en_22201538.opus
have,8895,train,have/common_voice_en_22128221.opus
the,8896,train,the/common_voice_en_17255896.opus
walked,8897,train,walked/common_voice_en_478444.opus
for,8898,train,for/common_voice_en_22255409.opus
hire,8899,train,hire/common_voice_en_693604.opus
terms,8900,train,terms/common_voice_en_20960964.opus
gift,8901,train,gift/common_voice_en_575783.opus
competition,8902,train,competition/common_voice_en_22277981.opus
diversity,8903,train,diversity/common_voice_en_20106150.opus
get,8904,train,get/common_voice_en_76117.opus
think,8905,train,think/common_voice_en_688465.opus
disorder,8906,train,disorder/common_voice_en_20844473.opus
app,8908,train,app/common_voice_en_666124.opus
the,8909,train,the/common_voice_en_200392.opus
through,8910,train,through/common_voice_en_20077018.opus
things,8911,train,things/common_voice_en_78729.opus
more,8912,train,more/common_voice_en_167300.opus
with,8913,train,with/common_voice_en_551117.opus
and,8914,train,and/common_voice_en_675362.opus
examples,8915,train,examples/common_voice_en_19159283.opus
shared,8916,train,shared/common_voice_en_20064017.opus
there,8917,train,there/common_voice_en_22273237.opus
many,8918,train,many/common_voice_en_20050348__2.opus
people,8919,train,people/common_voice_en_20824603.opus
that,8920,train,that/common_voice_en_157347.opus
one,8921,train,one/common_voice_en_506932.opus
allows,8922,train,allows/common_voice_en_17847100.opus
physical,8923,train,physical/common_voice_en_18765113.opus
flying,8924,train,flying/common_voice_en_218389.opus
and,8925,train,and/common_voice_en_605763__2.opus
angelina,8926,train,angelina/common_voice_en_562501.opus
more,8927,train,more/common_voice_en_18941234__2.opus
temple,8928,train,temple/common_voice_en_18760724.opus
and,8929,train,and/common_voice_en_17286685.opus
give,8930,train,give/common_voice_en_54014.opus
you,8931,train,you/common_voice_en_17251966.opus
into,8932,train,into/common_voice_en_540369.opus
stars,8933,train,stars/common_voice_en_18714073.opus
see,8934,train,see/common_voice_en_524852.opus
for,8935,train,for/common_voice_en_17388869.opus
then,8936,train,then/common_voice_en_21836222.opus
the,8937,train,the/common_voice_en_19952110.opus
from,8938,train,from/common_voice_en_500533.opus
now,8939,train,now/common_voice_en_17337710.opus
with,8940,train,with/common_voice_en_19685369.opus
precision,8941,train,precision/common_voice_en_95362.opus
that,8942,train,that/common_voice_en_83491.opus
but,8943,train,but/common_voice_en_18749.opus
cooler,8944,train,cooler/common_voice_en_20306289.opus
was,8945,train,was/common_voice_en_19603155.opus
structure,8946,train,structure/common_voice_en_21458585.opus
parts,8947,train,parts/common_voice_en_20712886.opus
that,8948,train,that/common_voice_en_533841.opus
monday,8949,train,monday/common_voice_en_20478334.opus
notice,8950,train,notice/common_voice_en_19245448.opus
the,8951,train,the/common_voice_en_574167__2.opus
space,8952,train,space/common_voice_en_19310111.opus
monday,8953,train,monday/common_voice_en_214671.opus
call,8954,train,call/common_voice_en_20921686.opus
structure,8955,train,structure/common_voice_en_19657873.opus
all,8956,train,all/common_voice_en_20322337.opus
structure,8957,train,structure/common_voice_en_19118246.opus
night,8958,train,night/common_voice_en_613420.opus
the,8959,train,the/common_voice_en_19606827.opus
early,8960,train,early/common_voice_en_21777023.opus
monday,8961,train,monday/common_voice_en_77322.opus
totally,8962,train,totally/common_voice_en_17455008.opus
early,8963,train,early/common_voice_en_22361555.opus
look,8964,train,look/common_voice_en_587796.opus
see,8965,train,see/common_voice_en_17280086.opus
bubble,8966,train,bubble/common_voice_en_22178813.opus
the,8967,train,the/common_voice_en_19590045.opus
lot,8968,train,lot/common_voice_en_17803427.opus
distant,8969,train,distant/common_voice_en_478008.opus
falling,8970,train,falling/common_voice_en_528043.opus
worth,8971,train,worth/common_voice_en_539731.opus
moment,8972,train,moment/common_voice_en_605523.opus
the,8973,train,the/common_voice_en_20024178.opus
was,8974,train,was/common_voice_en_19996850.opus
big,8975,train,big/common_voice_en_542423.opus
holes,8976,train,holes/common_voice_en_20410822.opus
give,8977,train,give/common_voice_en_106597.opus
evolve,8978,train,evolve/common_voice_en_20139823.opus
god,8979,train,god/common_voice_en_17562165.opus
years,8980,train,years/common_voice_en_601100.opus
kip,8981,train,kip/common_voice_en_20024046.opus
black,8982,train,black/common_voice_en_20880328.opus
most,8983,train,most/common_voice_en_20939343.opus
science,8984,train,science/common_voice_en_20048392.opus
imagination,8986,train,imagination/common_voice_en_19319886.opus
their,8987,train,their/common_voice_en_124887.opus
the,8988,train,the/common_voice_en_19260908.opus
observatory,8989,train,observatory/common_voice_en_20766168.opus
improvement,8990,train,improvement/common_voice_en_484681.opus
thousand,8991,train,thousand/common_voice_en_18071612.opus
for,8992,train,for/common_voice_en_20856488.opus
detector,8993,train,detector/common_voice_en_18326310.opus
from,8994,train,from/common_voice_en_18508629.opus
and,8995,train,and/common_voice_en_643382__2.opus
father,8996,train,father/common_voice_en_476896.opus
basically,8997,train,basically/common_voice_en_19908506.opus
been,8998,train,been/common_voice_en_606112.opus
friend,8999,train,friend/common_voice_en_138283.opus
mit,9000,train,mit/common_voice_en_17284712.opus
for,9001,train,for/common_voice_en_19700696.opus
mean,9002,train,mean/common_voice_en_17387562.opus
gravitational,9003,train,gravitational/common_voice_en_469488.opus
time,9004,train,time/common_voice_en_19868567.opus
everything,9005,train,everything/common_voice_en_23332.opus
silly,9006,train,silly/common_voice_en_17264974.opus
trouble,9007,train,trouble/common_voice_en_19607330.opus
yes,9008,train,yes/common_voice_en_22182860.opus
the,9009,train,the/common_voice_en_19531672.opus
part,9010,train,part/common_voice_en_19236900.opus
were,9011,train,were/common_voice_en_20041018.opus
already,9012,train,already/common_voice_en_70810.opus
the,9013,train,the/common_voice_en_20025414.opus
classic,9014,train,classic/common_voice_en_686264.opus
the,9015,train,the/common_voice_en_19667297.opus
enormous,9016,train,enormous/common_voice_en_20403645.opus
with,9017,train,with/common_voice_en_498708.opus
acts,9018,train,acts/common_voice_en_20270833.opus
does,9019,train,does/common_voice_en_554295.opus
smaller,9020,train,smaller/common_voice_en_71179.opus
phone,9021,train,phone/common_voice_en_525388.opus
spots,9022,train,spots/common_voice_en_581404.opus
sound,9023,train,sound/common_voice_en_595322.opus
feet,9024,train,feet/common_voice_en_19028915.opus
make,9025,train,make/common_voice_en_556000.opus
and,9026,train,and/common_voice_en_19949944.opus
sounds,9027,train,sounds/common_voice_en_649654.opus
waves,9028,train,waves/common_voice_en_17391067.opus
the,9029,train,the/common_voice_en_637052.opus
waves,9030,train,waves/common_voice_en_17884122.opus
the,9031,train,the/common_voice_en_86396.opus
waves,9032,train,waves/common_voice_en_599212.opus
speaking,9033,train,speaking/common_voice_en_94665.opus
example,9034,train,example/common_voice_en_18465354.opus
lot,9035,train,lot/common_voice_en_682134.opus
two,9036,train,two/common_voice_en_570474.opus
bodies,9037,train,bodies/common_voice_en_20261001.opus
waveform,9038,train,waveform/common_voice_en_21596441.opus
date,9039,train,date/common_voice_en_21380133.opus
sound,9040,train,sound/common_voice_en_637857.opus
know,9042,train,know/common_voice_en_482692.opus
about,9043,train,about/common_voice_en_608577.opus
it's,9044,train,it’s/common_voice_en_496029.opus
about,9045,train,about/common_voice_en_339616.opus
the,9046,train,the/common_voice_en_16048368.opus
thirty,9047,train,thirty/common_voice_en_1290179.opus
other,9048,train,other/common_voice_en_21999094.opus
fantastic,9049,train,fantastic/common_voice_en_20221796.opus
and,9050,train,and/common_voice_en_577576.opus
because,9051,train,because/common_voice_en_595837.opus
that's,9052,train,that’s/common_voice_en_18468042.opus
importance,9053,train,importance/common_voice_en_538985.opus
way,9054,train,way/common_voice_en_20092351.opus
the,9055,train,the/common_voice_en_19694591.opus
practice,9056,train,practice/common_voice_en_620292.opus
supernovae,9057,train,supernovae/common_voice_en_22053061.opus
happens,9058,train,happens/common_voice_en_221887.opus
gravitational,9059,train,gravitational/common_voice_en_19588679.opus
glass,9060,train,glass/common_voice_en_220259.opus
the,9061,train,the/common_voice_en_18961749.opus
we'll,9062,train,we’ll/common_voice_en_18632115.opus
the,9063,train,the/common_voice_en_19410102.opus
out,9064,train,out/common_voice_en_80353.opus
able,9065,train,able/common_voice_en_586413.opus
event,9066,train,event/common_voice_en_18142846.opus
collaboration,9067,train,collaboration/common_voice_en_20760617.opus
the,9068,train,the/common_voice_en_19323278__2.opus
the,9069,train,the/common_voice_en_573809.opus
observatories,9070,train,observatories/common_voice_en_20791690.opus
could,9071,train,could/common_voice_en_21500354.opus
now,9072,train,now/common_voice_en_21692185.opus
dream,9073,train,dream/common_voice_en_538851.opus
brain,9074,train,brain/common_voice_en_20339724.opus
we've,9075,train,we’ve/common_voice_en_610124.opus
like,9076,train,like/common_voice_en_581308.opus
technology,9077,train,technology/common_voice_en_21766569.opus
google,9078,train,google/common_voice_en_97665.opus
and,9079,train,and/common_voice_en_20178520.opus
your,9080,train,your/common_voice_en_17408364.opus
you,9081,train,you/common_voice_en_74483.opus
the,9082,train,the/common_voice_en_21137880.opus
for,9083,train,for/common_voice_en_85577.opus
into,9084,train,into/common_voice_en_206797.opus
the,9085,train,the/common_voice_en_20516328.opus
cross,9086,train,cross/common_voice_en_485325.opus
structure,9087,train,structure/common_voice_en_20068242.opus
being,9088,train,being/common_voice_en_19093346.opus
can,9089,train,can/common_voice_en_18676010.opus
wires,9090,train,wires/common_voice_en_18467305.opus
and,9091,train,and/common_voice_en_42461__2.opus
you'll,9092,train,you’ll/common_voice_en_18608868.opus
receiving,9093,train,receiving/common_voice_en_20589011.opus
and,9094,train,and/common_voice_en_12997.opus
and,9095,train,and/common_voice_en_19384908.opus
that,9096,train,that/common_voice_en_659211.opus
nervous,9097,train,nervous/common_voice_en_24764.opus
three,9098,train,three/common_voice_en_533474.opus
are,9099,train,are/common_voice_en_47634.opus
thousand,9100,train,thousand/common_voice_en_62862.opus
project,9101,train,project/common_voice_en_21555298.opus
such,9102,train,such/common_voice_en_20598842.opus
normal,9103,train,normal/common_voice_en_513886.opus
make,9104,train,make/common_voice_en_22287589.opus
drugs,9105,train,drugs/common_voice_en_666967.opus
consent,9106,train,consent/common_voice_en_18521299.opus
what,9107,train,what/common_voice_en_596525.opus
have,9108,train,have/common_voice_en_190496.opus
and,9109,train,and/common_voice_en_19980250.opus
death,9110,train,death/common_voice_en_22219248.opus
site,9111,train,site/common_voice_en_20649241.opus
for,9112,train,for/common_voice_en_18131461.opus
will,9113,train,will/common_voice_en_20457746.opus
one,9114,train,one/common_voice_en_19853170.opus
cut,9115,train,cut/common_voice_en_21516097.opus
and,9116,train,and/common_voice_en_68759.opus
come,9117,train,come/common_voice_en_221162.opus
able,9118,train,able/common_voice_en_693974.opus
this,9119,train,this/common_voice_en_22267441.opus
fashioned,9120,train,fashioned/common_voice_en_18425028.opus
one,9121,train,one/common_voice_en_20315628.opus
and,9122,train,and/common_voice_en_20055594.opus
assignments,9123,train,assignments/common_voice_en_18662575.opus
instructions,9124,train,instructions/common_voice_en_507051.opus
collecting,9125,train,collecting/common_voice_en_30020.opus
some,9126,train,some/common_voice_en_19748426.opus
you,9127,train,you/common_voice_en_484756.opus
take,9128,train,take/common_voice_en_629309.opus
this,9129,train,this/common_voice_en_17825169.opus
area,9130,train,area/common_voice_en_21721950.opus
about,9131,train,about/common_voice_en_530568.opus
million,9132,train,million/common_voice_en_544777.opus
we've,9133,train,we’ve/common_voice_en_22188494.opus
information,9134,train,information/common_voice_en_20990039.opus
with,9135,train,with/common_voice_en_119434.opus
together,9136,train,together/common_voice_en_20074822.opus
the,9137,train,the/common_voice_en_631946.opus
now,9138,train,now/common_voice_en_86477.opus
that,9139,train,that/common_voice_en_18512391.opus
two,9140,train,two/common_voice_en_18957255.opus
now,9141,train,now/common_voice_en_17250518.opus
either,9142,train,either/common_voice_en_21768794.opus
you,9143,train,you/common_voice_en_17562477.opus
can,9144,train,can/common_voice_en_22361235.opus
get,9145,train,get/common_voice_en_609889.opus
turned,9146,train,turned/common_voice_en_20545438.opus
side,9147,train,side/common_voice_en_19980524.opus
thing,9148,train,thing/common_voice_en_18130087.opus
targets,9149,train,targets/common_voice_en_24130.opus
optimize,9150,train,optimize/common_voice_en_19979701.opus
with,9151,train,with/common_voice_en_584308.opus
and,9152,train,and/common_voice_en_587567.opus
the,9153,train,the/common_voice_en_496395.opus
and,9154,train,and/common_voice_en_20429684.opus
this,9155,train,this/common_voice_en_95981.opus
and,9156,train,and/common_voice_en_18058400.opus
backgrounds,9157,train,backgrounds/common_voice_en_21117497.opus
we're,9158,train,we’re/common_voice_en_18504229.opus
are,9159,train,are/common_voice_en_18573385.opus
our,9160,train,our/common_voice_en_85607.opus
where,9161,train,where/common_voice_en_18524756.opus
deleted,9162,train,deleted/common_voice_en_92492.opus
you're,9163,train,you’re/common_voice_en_18513242.opus
the,9164,train,the/common_voice_en_21495702.opus
those,9165,train,those/common_voice_en_691595.opus
valuable,9166,train,valuable/common_voice_en_20664754.opus
they,9167,train,they/common_voice_en_516701.opus
this,9168,train,this/common_voice_en_18269913.opus
the,9169,train,the/common_voice_en_605718.opus
awaits,9170,train,awaits/common_voice_en_45520.opus
the,9171,train,the/common_voice_en_21562061.opus
upon,9172,train,upon/common_voice_en_206431.opus
this,9173,train,this/common_voice_en_53634.opus
increasingly,9174,train,increasingly/common_voice_en_19411699.opus
are,9175,train,are/common_voice_en_18672780.opus
that,9176,train,that/common_voice_en_18738200.opus
our,9177,train,our/common_voice_en_18134359.opus
are,9178,train,are/common_voice_en_21491690.opus
population,9179,train,population/common_voice_en_20928457.opus
climate,9180,train,climate/common_voice_en_21078489.opus
will,9181,train,will/common_voice_en_301766.opus
fossil,9182,train,fossil/common_voice_en_21387950.opus
means,9183,train,means/common_voice_en_20826886.opus
fancy,9185,train,fancy/common_voice_en_19617351.opus
that,9186,train,that/common_voice_en_213625.opus
much,9187,train,much/common_voice_en_640695.opus
you,9188,train,you/common_voice_en_129679.opus
more,9189,train,more/common_voice_en_17817486.opus
impossible,9190,train,impossible/common_voice_en_633558.opus
